species_label,organism_name,ncbi_accession,genomic_accession,ncbi_seq_id,assembly_accession,gene_symbol,locus_tag,source_type,length_nt,terminal_stop_removed,stratum,used_in_main_benchmark
human,Homo sapiens,NP_001308092.1,NC_000019.10,lcl|NC_000019.10_cds_NP_001308092.1_114176,GCF_000001405.40,ZNF69,,CDS_FASTA,492,yes,L3_long,yes
human,Homo sapiens,NP_065111.1,NC_000019.10,lcl|NC_000019.10_cds_NP_065111.1_119382,GCF_000001405.40,NAT14,,CDS_FASTA,621,yes,L3_long,yes
human,Homo sapiens,NP_077013.1,NC_000019.10,lcl|NC_000019.10_cds_NP_077013.1_117482,GCF_000001405.40,TRAPPC6A,,CDS_FASTA,522,yes,L3_long,yes
human,Homo sapiens,NP_996261.1,NC_000019.10,lcl|NC_000019.10_cds_NP_996261.1_118356,GCF_000001405.40,EMC10,,CDS_FASTA,789,yes,L3_long,yes
human,Homo sapiens,XP_011524652.1,NC_000019.10,lcl|NC_000019.10_cds_XP_011524652.1_116859,GCF_000001405.40,CEACAM4,,CDS_FASTA,735,yes,L3_long,yes
human,Homo sapiens,XP_011524925.1,NC_000019.10,lcl|NC_000019.10_cds_XP_011524925.1_116638,GCF_000001405.40,FBL,,CDS_FASTA,795,yes,L3_long,yes
human,Homo sapiens,XP_011525521.1,NC_000019.10,lcl|NC_000019.10_cds_XP_011525521.1_116495,GCF_000001405.40,CCER2,,CDS_FASTA,768,yes,L3_long,yes
human,Homo sapiens,XP_016882773.1,NC_000019.10,lcl|NC_000019.10_cds_XP_016882773.1_115607,GCF_000001405.40,KCTD15,,CDS_FASTA,597,yes,L3_long,yes
human,Homo sapiens,XP_047294558.1,NC_000019.10,lcl|NC_000019.10_cds_XP_047294558.1_117556,GCF_000001405.40,GIPR,,CDS_FASTA,855,yes,L3_long,yes
human,Homo sapiens,XP_047295567.1,NC_000019.10,lcl|NC_000019.10_cds_XP_047295567.1_116852,GCF_000001405.40,CEACAM21,,CDS_FASTA,498,yes,L3_long,yes
human,Homo sapiens,XP_005260766.1,NC_000020.11,lcl|NC_000020.11_cds_XP_005260766.1_120066,GCF_000001405.40,SIRPB2,,CDS_FASTA,753,yes,L3_long,yes
human,Homo sapiens,XP_011527694.1,NC_000020.11,lcl|NC_000020.11_cds_XP_011527694.1_120887,GCF_000001405.40,GGTLC1,,CDS_FASTA,588,yes,L3_long,yes
human,Homo sapiens,XP_047295917.1,NC_000020.11,lcl|NC_000020.11_cds_XP_047295917.1_121228,GCF_000001405.40,E2F1,,CDS_FASTA,759,yes,L3_long,yes
human,Homo sapiens,NP_001243508.3,NC_000021.9,lcl|NC_000021.9_cds_NP_001243508.3_123114,GCF_000001405.40,SAMSN1,,CDS_FASTA,483,yes,L3_long,yes
human,Homo sapiens,NP_001010859.1,NC_000022.11,lcl|NC_000022.11_cds_NP_001010859.1_125773,GCF_000001405.40,C22orf42,,CDS_FASTA,756,yes,L3_long,yes
human,Homo sapiens,NP_006468.1,NC_000022.11,lcl|NC_000022.11_cds_NP_006468.1_125401,GCF_000001405.40,RASL10A,,CDS_FASTA,612,yes,L3_long,yes
human,Homo sapiens,NP_001311209.1,NC_000023.11,lcl|NC_000023.11_cds_NP_001311209.1_130956,GCF_000001405.40,EOLA1,,CDS_FASTA,477,yes,L3_long,yes
human,Homo sapiens,NP_001384291.1,NC_000023.11,lcl|NC_000023.11_cds_NP_001384291.1_130081,GCF_000001405.40,CRIPTO3,,CDS_FASTA,567,yes,L3_long,yes
human,Homo sapiens,NP_071384.1,NC_000023.11,lcl|NC_000023.11_cds_NP_071384.1_130280,GCF_000001405.40,STEEP1,,CDS_FASTA,669,yes,L3_long,yes
human,Homo sapiens,XP_016884761.1,NC_000023.11,lcl|NC_000023.11_cds_XP_016884761.1_129525,GCF_000001405.40,APOOL,,CDS_FASTA,816,yes,L3_long,yes
human,Homo sapiens,XP_054186268.1,NT_167245.2,lcl|NT_167245.2_cds_XP_054186268.1_142071,GCF_000001405.40,HLA-DQB2,,CDS_FASTA,672,yes,L3_long,yes
human,Homo sapiens,XP_054186791.1,NT_167247.2,lcl|NT_167247.2_cds_XP_054186791.1_143589,GCF_000001405.40,HLA-DRB4,,CDS_FASTA,789,yes,L3_long,yes
human,Homo sapiens,XP_054187315.1,NT_167249.2,lcl|NT_167249.2_cds_XP_054187315.1_144712,GCF_000001405.40,HLA-G,,CDS_FASTA,741,yes,L3_long,yes
human,Homo sapiens,XP_054185377.1,NT_187620.1,lcl|NT_187620.1_cds_XP_054185377.1_139644,GCF_000001405.40,CEACAM4,,CDS_FASTA,831,yes,L3_long,yes
human,Homo sapiens,XP_054188193.1,NW_018654717.1,lcl|NW_018654717.1_cds_XP_054188193.1_133568,GCF_000001405.40,ZNF705G,,CDS_FASTA,771,yes,L3_long,yes
human,Homo sapiens,NP_001121123.1,NC_000001.11,lcl|NC_000001.11_cds_NP_001121123.1_10320,GCF_000001405.40,NCF2,,CDS_FASTA,1581,yes,L4_very_long,yes
human,Homo sapiens,NP_001307636.1,NC_000001.11,lcl|NC_000001.11_cds_NP_001307636.1_5728,GCF_000001405.40,PKN2,,CDS_FASTA,2811,yes,L4_very_long,yes
human,Homo sapiens,NP_001336539.1,NC_000001.11,lcl|NC_000001.11_cds_NP_001336539.1_686,GCF_000001405.40,CAMTA1,,CDS_FASTA,4698,yes,L4_very_long,yes
human,Homo sapiens,NP_001393175.1,NC_000001.11,lcl|NC_000001.11_cds_NP_001393175.1_8380,GCF_000001405.40,TRIM46,,CDS_FASTA,1665,yes,L4_very_long,yes
human,Homo sapiens,NP_110396.1,NC_000001.11,lcl|NC_000001.11_cds_NP_110396.1_10271,GCF_000001405.40,NPL,,CDS_FASTA,963,yes,L4_very_long,yes
human,Homo sapiens,XP_011508314.1,NC_000001.11,lcl|NC_000001.11_cds_XP_011508314.1_10355,GCF_000001405.40,EDEM3,,CDS_FASTA,2571,yes,L4_very_long,yes
human,Homo sapiens,XP_016855954.1,NC_000001.11,lcl|NC_000001.11_cds_XP_016855954.1_4230,GCF_000001405.40,CYP4A11,,CDS_FASTA,1248,yes,L4_very_long,yes
human,Homo sapiens,XP_016857074.1,NC_000001.11,lcl|NC_000001.11_cds_XP_016857074.1_11829,GCF_000001405.40,SUSD4,,CDS_FASTA,1650,yes,L4_very_long,yes
human,Homo sapiens,XP_016857673.1,NC_000001.11,lcl|NC_000001.11_cds_XP_016857673.1_6833,GCF_000001405.40,SYCP1,,CDS_FASTA,2931,yes,L4_very_long,yes
human,Homo sapiens,XP_024310068.1,NC_000001.11,lcl|NC_000001.11_cds_XP_024310068.1_11055,GCF_000001405.40,NFASC,,CDS_FASTA,3723,yes,L4_very_long,yes
human,Homo sapiens,XP_047280370.1,NC_000001.11,lcl|NC_000001.11_cds_XP_047280370.1_6864,GCF_000001405.40,SLC22A15,,CDS_FASTA,1344,yes,L4_very_long,yes
human,Homo sapiens,XP_047286095.1,NC_000001.11,lcl|NC_000001.11_cds_XP_047286095.1_3865,GCF_000001405.40,ERI3,,CDS_FASTA,1068,yes,L4_very_long,yes
human,Homo sapiens,XP_047294964.1,NC_000001.11,lcl|NC_000001.11_cds_XP_047294964.1_6773,GCF_000001405.40,AP4B1,,CDS_FASTA,1602,yes,L4_very_long,yes
human,Homo sapiens,NP_001274432.1,NC_000002.12,lcl|NC_000002.12_cds_NP_001274432.1_19362,GCF_000001405.40,ITPRID2,,CDS_FASTA,3714,yes,L4_very_long,yes
human,Homo sapiens,NP_060484.2,NC_000002.12,lcl|NC_000002.12_cds_NP_060484.2_14947,GCF_000001405.40,BCL11A,,CDS_FASTA,2322,yes,L4_very_long,yes
human,Homo sapiens,NP_597676.3,NC_000002.12,lcl|NC_000002.12_cds_NP_597676.3_19279,GCF_000001405.40,TTN,,CDS_FASTA,81156,yes,L4_very_long,yes
human,Homo sapiens,XP_011508845.1,NC_000002.12,lcl|NC_000002.12_cds_XP_011508845.1_18859,GCF_000001405.40,NOSTRIN,,CDS_FASTA,1146,yes,L4_very_long,yes
human,Homo sapiens,XP_011509393.1,NC_000002.12,lcl|NC_000002.12_cds_XP_011509393.1_21540,GCF_000001405.40,SP110,,CDS_FASTA,2019,yes,L4_very_long,yes
human,Homo sapiens,XP_016859475.1,NC_000002.12,lcl|NC_000002.12_cds_XP_016859475.1_15704,GCF_000001405.40,LRRTM1,,CDS_FASTA,1569,yes,L4_very_long,yes
human,Homo sapiens,XP_016860151.1,NC_000002.12,lcl|NC_000002.12_cds_XP_016860151.1_18759,GCF_000001405.40,SCN3A,,CDS_FASTA,5865,yes,L4_very_long,yes
human,Homo sapiens,XP_047301883.1,NC_000002.12,lcl|NC_000002.12_cds_XP_047301883.1_21437,GCF_000001405.40,SLC19A3,,CDS_FASTA,1527,yes,L4_very_long,yes
human,Homo sapiens,XP_047302068.1,NC_000002.12,lcl|NC_000002.12_cds_XP_047302068.1_18491,GCF_000001405.40,TANC1,,CDS_FASTA,5613,yes,L4_very_long,yes
human,Homo sapiens,NP_001335232.1,NC_000003.12,lcl|NC_000003.12_cds_NP_001335232.1_24176,GCF_000001405.40,LRRFIP2,,CDS_FASTA,1407,yes,L4_very_long,yes
human,Homo sapiens,NP_001337789.1,NC_000003.12,lcl|NC_000003.12_cds_NP_001337789.1_28592,GCF_000001405.40,KY,,CDS_FASTA,1209,yes,L4_very_long,yes
human,Homo sapiens,NP_001353133.1,NC_000003.12,lcl|NC_000003.12_cds_NP_001353133.1_30896,GCF_000001405.40,DLG1,,CDS_FASTA,2616,yes,L4_very_long,yes
human,Homo sapiens,NP_001362889.1,NC_000003.12,lcl|NC_000003.12_cds_NP_001362889.1_26933,GCF_000001405.40,CADM2,,CDS_FASTA,1335,yes,L4_very_long,yes
human,Homo sapiens,NP_001363766.1,NC_000003.12,lcl|NC_000003.12_cds_NP_001363766.1_29351,GCF_000001405.40,MBNL1,,CDS_FASTA,981,yes,L4_very_long,yes
human,Homo sapiens,NP_054879.3,NC_000003.12,lcl|NC_000003.12_cds_NP_054879.3_23150,GCF_000001405.40,MKRN2,,CDS_FASTA,1251,yes,L4_very_long,yes
human,Homo sapiens,XP_047305339.1,NC_000003.12,lcl|NC_000003.12_cds_XP_047305339.1_24298,GCF_000001405.40,XYLB,,CDS_FASTA,1530,yes,L4_very_long,yes
human,Homo sapiens,NP_001350740.1,NC_000004.12,lcl|NC_000004.12_cds_NP_001350740.1_31475,GCF_000001405.40,DOK7,,CDS_FASTA,1395,yes,L4_very_long,yes
human,Homo sapiens,NP_060585.2,NC_000004.12,lcl|NC_000004.12_cds_NP_060585.2_33448,GCF_000001405.40,SDAD1,,CDS_FASTA,2064,yes,L4_very_long,yes
human,Homo sapiens,NP_065891.1,NC_000004.12,lcl|NC_000004.12_cds_NP_065891.1_35743,GCF_000001405.40,FNIP2,,CDS_FASTA,3345,yes,L4_very_long,yes
human,Homo sapiens,XP_016864000.1,NC_000004.12,lcl|NC_000004.12_cds_XP_016864000.1_33808,GCF_000001405.40,PTPN13,,CDS_FASTA,7509,yes,L4_very_long,yes
human,Homo sapiens,XP_024309870.1,NC_000004.12,lcl|NC_000004.12_cds_XP_024309870.1_34268,GCF_000001405.40,TET2,,CDS_FASTA,6009,yes,L4_very_long,yes
human,Homo sapiens,XP_047271704.1,NC_000004.12,lcl|NC_000004.12_cds_XP_047271704.1_32332,GCF_000001405.40,KLHL5,,CDS_FASTA,2415,yes,L4_very_long,yes
human,Homo sapiens,XP_047271977.1,NC_000004.12,lcl|NC_000004.12_cds_XP_047271977.1_35750,GCF_000001405.40,FNIP2,,CDS_FASTA,3021,yes,L4_very_long,yes
human,Homo sapiens,XP_047305921.1,NC_000004.12,lcl|NC_000004.12_cds_XP_047305921.1_32053,GCF_000001405.40,LCORL,,CDS_FASTA,5364,yes,L4_very_long,yes
human,Homo sapiens,NP_001287727.1,NC_000005.10,lcl|NC_000005.10_cds_NP_001287727.1_39559,GCF_000001405.40,SEPTIN8,,CDS_FASTA,1323,yes,L4_very_long,yes
human,Homo sapiens,NP_001350956.1,NC_000005.10,lcl|NC_000005.10_cds_NP_001350956.1_39897,GCF_000001405.40,CDC25C,,CDS_FASTA,1320,yes,L4_very_long,yes
human,Homo sapiens,NP_001351231.1,NC_000005.10,lcl|NC_000005.10_cds_NP_001351231.1_37143,GCF_000001405.40,OXCT1,,CDS_FASTA,1473,yes,L4_very_long,yes
human,Homo sapiens,NP_036436.1,NC_000005.10,lcl|NC_000005.10_cds_NP_036436.1_36681,GCF_000001405.40,FBXL7,,CDS_FASTA,1476,yes,L4_very_long,yes
human,Homo sapiens,XP_016865476.1,NC_000005.10,lcl|NC_000005.10_cds_XP_016865476.1_39389,GCF_000001405.40,MEGF10,,CDS_FASTA,3588,yes,L4_very_long,yes
human,Homo sapiens,XP_047273462.1,NC_000005.10,lcl|NC_000005.10_cds_XP_047273462.1_40275,GCF_000001405.40,ARAP3,,CDS_FASTA,4596,yes,L4_very_long,yes
human,Homo sapiens,NP_001278912.1,NC_000006.12,lcl|NC_000006.12_cds_NP_001278912.1_46768,GCF_000001405.40,PTPRK,,CDS_FASTA,2286,yes,L4_very_long,yes
human,Homo sapiens,NP_002717.3,NC_000006.12,lcl|NC_000006.12_cds_NP_002717.3_46075,GCF_000001405.40,PREP,,CDS_FASTA,2133,yes,L4_very_long,yes
human,Homo sapiens,XP_016866397.1,NC_000006.12,lcl|NC_000006.12_cds_XP_016866397.1_47912,GCF_000001405.40,PRKN,,CDS_FASTA,1512,yes,L4_very_long,yes
human,Homo sapiens,XP_024302300.1,NC_000006.12,lcl|NC_000006.12_cds_XP_024302300.1_47089,GCF_000001405.40,TNFAIP3,,CDS_FASTA,2373,yes,L4_very_long,yes
human,Homo sapiens,XP_047274142.1,NC_000006.12,lcl|NC_000006.12_cds_XP_047274142.1_45351,GCF_000001405.40,COL12A1,,CDS_FASTA,5700,yes,L4_very_long,yes
human,Homo sapiens,NP_001308803.1,NC_000007.14,lcl|NC_000007.14_cds_NP_001308803.1_48886,GCF_000001405.40,HDAC9,,CDS_FASTA,1782,yes,L4_very_long,yes
human,Homo sapiens,XP_047277050.1,NC_000007.14,lcl|NC_000007.14_cds_XP_047277050.1_50487,GCF_000001405.40,POM121,,CDS_FASTA,3285,yes,L4_very_long,yes
human,Homo sapiens,NP_056934.2,NC_000008.11,lcl|NC_000008.11_cds_NP_056934.2_55646,GCF_000001405.40,FGFR1,,CDS_FASTA,2463,yes,L4_very_long,yes
human,Homo sapiens,XP_011515205.1,NC_000008.11,lcl|NC_000008.11_cds_XP_011515205.1_57498,GCF_000001405.40,DPYS,,CDS_FASTA,1554,yes,L4_very_long,yes
human,Homo sapiens,XP_016868825.1,NC_000008.11,lcl|NC_000008.11_cds_XP_016868825.1_54620,GCF_000001405.40,MICU3,,CDS_FASTA,1536,yes,L4_very_long,yes
human,Homo sapiens,XP_024302864.1,NC_000008.11,lcl|NC_000008.11_cds_XP_024302864.1_55352,GCF_000001405.40,EXTL3,,CDS_FASTA,2760,yes,L4_very_long,yes
human,Homo sapiens,XP_047277522.1,NC_000008.11,lcl|NC_000008.11_cds_XP_047277522.1_58712,GCF_000001405.40,MAPK15,,CDS_FASTA,1605,yes,L4_very_long,yes
human,Homo sapiens,XP_047278325.1,NC_000008.11,lcl|NC_000008.11_cds_XP_047278325.1_56884,GCF_000001405.40,LRRCC1,,CDS_FASTA,2016,yes,L4_very_long,yes
human,Homo sapiens,NP_001103773.2,NC_000009.12,lcl|NC_000009.12_cds_NP_001103773.2_63698,GCF_000001405.40,USP20,,CDS_FASTA,2745,yes,L4_very_long,yes
human,Homo sapiens,NP_001303274.1,NC_000009.12,lcl|NC_000009.12_cds_NP_001303274.1_60464,GCF_000001405.40,RECK,,CDS_FASTA,2532,yes,L4_very_long,yes
human,Homo sapiens,NP_001365141.1,NC_000009.12,lcl|NC_000009.12_cds_NP_001365141.1_62390,GCF_000001405.40,SHOC1,,CDS_FASTA,4113,yes,L4_very_long,yes
human,Homo sapiens,NP_001373752.1,NC_000009.12,lcl|NC_000009.12_cds_NP_001373752.1_62767,GCF_000001405.40,B3GALT9,,CDS_FASTA,1110,yes,L4_very_long,yes
human,Homo sapiens,XP_011516460.1,NC_000009.12,lcl|NC_000009.12_cds_XP_011516460.1_64573,GCF_000001405.40,NOXA1,,CDS_FASTA,1344,yes,L4_very_long,yes
human,Homo sapiens,XP_011516859.1,NC_000009.12,lcl|NC_000009.12_cds_XP_011516859.1_62992,GCF_000001405.40,CRB2,,CDS_FASTA,3663,yes,L4_very_long,yes
human,Homo sapiens,XP_016870869.1,NC_000009.12,lcl|NC_000009.12_cds_XP_016870869.1_60724,GCF_000001405.40,CNTNAP3C,,CDS_FASTA,1545,yes,L4_very_long,yes
human,Homo sapiens,XP_047278793.1,NC_000009.12,lcl|NC_000009.12_cds_XP_047278793.1_63338,GCF_000001405.40,TTC16,,CDS_FASTA,1926,yes,L4_very_long,yes
human,Homo sapiens,NP_001310259.1,NC_000010.11,lcl|NC_000010.11_cds_NP_001310259.1_66775,GCF_000001405.40,MAPK8,,CDS_FASTA,1284,yes,L4_very_long,yes
human,Homo sapiens,NP_001354472.1,NC_000010.11,lcl|NC_000010.11_cds_NP_001354472.1_67820,GCF_000001405.40,CAMK2G,,CDS_FASTA,1653,yes,L4_very_long,yes
human,Homo sapiens,NP_722517.3,NC_000010.11,lcl|NC_000010.11_cds_NP_722517.3_70190,GCF_000001405.40,CACUL1,,CDS_FASTA,1110,yes,L4_very_long,yes
human,Homo sapiens,XP_006717545.1,NC_000010.11,lcl|NC_000010.11_cds_XP_006717545.1_65103,GCF_000001405.40,CAMK1D,,CDS_FASTA,1089,yes,L4_very_long,yes
human,Homo sapiens,XP_011537952.1,NC_000010.11,lcl|NC_000010.11_cds_XP_011537952.1_69374,GCF_000001405.40,POLL,,CDS_FASTA,1749,yes,L4_very_long,yes
human,Homo sapiens,XP_047281068.1,NC_000010.11,lcl|NC_000010.11_cds_XP_047281068.1_70842,GCF_000001405.40,STK32C,,CDS_FASTA,1383,yes,L4_very_long,yes
human,Homo sapiens,NP_001001391.1,NC_000011.10,lcl|NC_000011.10_cds_NP_001001391.1_73098,GCF_000001405.40,CD44,,CDS_FASTA,1086,yes,L4_very_long,yes
human,Homo sapiens,NP_001014986.1,NC_000011.10,lcl|NC_000011.10_cds_NP_001014986.1_73886,GCF_000001405.40,FOLH1,,CDS_FASTA,2160,yes,L4_very_long,yes
human,Homo sapiens,NP_001071160.1,NC_000011.10,lcl|NC_000011.10_cds_NP_001071160.1_77497,GCF_000001405.40,ALG9,,CDS_FASTA,1323,yes,L4_very_long,yes
human,Homo sapiens,NP_001338205.1,NC_000011.10,lcl|NC_000011.10_cds_NP_001338205.1_76616,GCF_000001405.40,DLG2,,CDS_FASTA,2616,yes,L4_very_long,yes
human,Homo sapiens,NP_001356376.1,NC_000011.10,lcl|NC_000011.10_cds_NP_001356376.1_74579,GCF_000001405.40,WDR74,,CDS_FASTA,1200,yes,L4_very_long,yes
human,Homo sapiens,NP_001365097.1,NC_000011.10,lcl|NC_000011.10_cds_NP_001365097.1_76167,GCF_000001405.40,XRRA1,,CDS_FASTA,1233,yes,L4_very_long,yes
human,Homo sapiens,NP_001373606.1,NC_000011.10,lcl|NC_000011.10_cds_NP_001373606.1_77306,GCF_000001405.40,ACAT1,,CDS_FASTA,1305,yes,L4_very_long,yes
human,Homo sapiens,NP_001427344.1,NC_000011.10,lcl|NC_000011.10_cds_NP_001427344.1_78318,GCF_000001405.40,GRIK4,,CDS_FASTA,966,yes,L4_very_long,yes
human,Homo sapiens,NP_001427518.1,NC_000011.10,lcl|NC_000011.10_cds_NP_001427518.1_76807,GCF_000001405.40,EED,,CDS_FASTA,1278,yes,L4_very_long,yes
human,Homo sapiens,NP_001427629.1,NC_000011.10,lcl|NC_000011.10_cds_NP_001427629.1_74840,GCF_000001405.40,RASGRP2,,CDS_FASTA,1830,yes,L4_very_long,yes
human,Homo sapiens,NP_055022.2,NC_000011.10,lcl|NC_000011.10_cds_NP_055022.2_74271,GCF_000001405.40,CD5,,CDS_FASTA,1488,yes,L4_very_long,yes
human,Homo sapiens,XP_011543630.1,NC_000011.10,lcl|NC_000011.10_cds_XP_011543630.1_75271,GCF_000001405.40,CTSF,,CDS_FASTA,1275,yes,L4_very_long,yes
human,Homo sapiens,XP_047283493.1,NC_000011.10,lcl|NC_000011.10_cds_XP_047283493.1_74400,GCF_000001405.40,MYRF,,CDS_FASTA,2922,yes,L4_very_long,yes
human,Homo sapiens,XP_047283953.1,NC_000011.10,lcl|NC_000011.10_cds_XP_047283953.1_77150,GCF_000001405.40,LOC124902738,,CDS_FASTA,1986,yes,L4_very_long,yes
human,Homo sapiens,NP_001291412.1,NC_000012.12,lcl|NC_000012.12_cds_NP_001291412.1_81125,GCF_000001405.40,FGD4,,CDS_FASTA,1416,yes,L4_very_long,yes
human,Homo sapiens,NP_001354290.1,NC_000012.12,lcl|NC_000012.12_cds_NP_001354290.1_80090,GCF_000001405.40,GSG1,,CDS_FASTA,1038,yes,L4_very_long,yes
human,Homo sapiens,NP_001400963.1,NC_000012.12,lcl|NC_000012.12_cds_NP_001400963.1_82572,GCF_000001405.40,ITGA7,,CDS_FASTA,3189,yes,L4_very_long,yes
human,Homo sapiens,NP_079141.2,NC_000012.12,lcl|NC_000012.12_cds_NP_079141.2_79684,GCF_000001405.40,NANOG,,CDS_FASTA,918,yes,L4_very_long,yes
human,Homo sapiens,NP_443139.2,NC_000012.12,lcl|NC_000012.12_cds_NP_443139.2_85964,GCF_000001405.40,TMEM132B,,CDS_FASTA,3237,yes,L4_very_long,yes
human,Homo sapiens,XP_016874719.1,NC_000012.12,lcl|NC_000012.12_cds_XP_016874719.1_81524,GCF_000001405.40,SENP1,,CDS_FASTA,2085,yes,L4_very_long,yes
human,Homo sapiens,XP_016875443.1,NC_000012.12,lcl|NC_000012.12_cds_XP_016875443.1_79164,GCF_000001405.40,CACNA1C,,CDS_FASTA,6507,yes,L4_very_long,yes
human,Homo sapiens,XP_047285197.1,NC_000012.12,lcl|NC_000012.12_cds_XP_047285197.1_85395,GCF_000001405.40,PXN,,CDS_FASTA,1914,yes,L4_very_long,yes
human,Homo sapiens,XP_047285318.1,NC_000012.12,lcl|NC_000012.12_cds_XP_047285318.1_83520,GCF_000001405.40,TBC1D15,,CDS_FASTA,2049,yes,L4_very_long,yes
human,Homo sapiens,NP_116248.2,NC_000013.11,lcl|NC_000013.11_cds_NP_116248.2_88366,GCF_000001405.40,ABHD13,,CDS_FASTA,1014,yes,L4_very_long,yes
human,Homo sapiens,NP_001015049.2,NC_000014.9,lcl|NC_000014.9_cds_NP_001015049.2_92603,GCF_000001405.40,BAG5,,CDS_FASTA,1344,yes,L4_very_long,yes
human,Homo sapiens,NP_001128471.1,NC_000014.9,lcl|NC_000014.9_cds_NP_001128471.1_90198,GCF_000001405.40,FERMT2,,CDS_FASTA,2064,yes,L4_very_long,yes
human,Homo sapiens,NP_006282.2,NC_000014.9,lcl|NC_000014.9_cds_NP_006282.2_92557,GCF_000001405.40,TNFAIP2,,CDS_FASTA,1965,yes,L4_very_long,yes
human,Homo sapiens,XP_047287961.1,NC_000014.9,lcl|NC_000014.9_cds_XP_047287961.1_90422,GCF_000001405.40,KIAA0586,,CDS_FASTA,4584,yes,L4_very_long,yes
human,Homo sapiens,NP_001305754.1,NC_000015.10,lcl|NC_000015.10_cds_NP_001305754.1_95807,GCF_000001405.40,HEXA,,CDS_FASTA,1623,yes,L4_very_long,yes
human,Homo sapiens,NP_001403350.1,NC_000015.10,lcl|NC_000015.10_cds_NP_001403350.1_96782,GCF_000001405.40,ABHD2,,CDS_FASTA,1134,yes,L4_very_long,yes
human,Homo sapiens,NP_056104.2,NC_000015.10,lcl|NC_000015.10_cds_NP_056104.2_94035,GCF_000001405.40,VPS39,,CDS_FASTA,2628,yes,L4_very_long,yes
human,Homo sapiens,NP_060080.6,NC_000015.10,lcl|NC_000015.10_cds_NP_060080.6_95071,GCF_000001405.40,RNF111,,CDS_FASTA,2961,yes,L4_very_long,yes
human,Homo sapiens,NP_757366.2,NC_000015.10,lcl|NC_000015.10_cds_NP_757366.2_96453,GCF_000001405.40,IL16,,CDS_FASTA,3999,yes,L4_very_long,yes
human,Homo sapiens,XP_005254300.1,NC_000015.10,lcl|NC_000015.10_cds_XP_005254300.1_93957,GCF_000001405.40,MGA,,CDS_FASTA,9348,yes,L4_very_long,yes
human,Homo sapiens,XP_011519496.1,NC_000015.10,lcl|NC_000015.10_cds_XP_011519496.1_94301,GCF_000001405.40,CKMT1B,,CDS_FASTA,1347,yes,L4_very_long,yes
human,Homo sapiens,XP_011520280.1,NC_000015.10,lcl|NC_000015.10_cds_XP_011520280.1_95673,GCF_000001405.40,TLE3,,CDS_FASTA,2334,yes,L4_very_long,yes
human,Homo sapiens,XP_016877788.1,NC_000015.10,lcl|NC_000015.10_cds_XP_016877788.1_94020,GCF_000001405.40,SPTBN5,,CDS_FASTA,11205,yes,L4_very_long,yes
human,Homo sapiens,NP_001339166.1,NC_000016.10,lcl|NC_000016.10_cds_NP_001339166.1_99473,GCF_000001405.40,SLC5A11,,CDS_FASTA,1731,yes,L4_very_long,yes
human,Homo sapiens,NP_001374112.1,NC_000016.10,lcl|NC_000016.10_cds_NP_001374112.1_99683,GCF_000001405.40,ATXN2L,,CDS_FASTA,3192,yes,L4_very_long,yes
human,Homo sapiens,XP_047290050.1,NC_000016.10,lcl|NC_000016.10_cds_XP_047290050.1_99814,GCF_000001405.40,KIF22,,CDS_FASTA,1629,yes,L4_very_long,yes
human,Homo sapiens,XP_047290318.1,NC_000016.10,lcl|NC_000016.10_cds_XP_047290318.1_99321,GCF_000001405.40,POLR3E,,CDS_FASTA,2127,yes,L4_very_long,yes
human,Homo sapiens,XP_047290742.1,NC_000016.10,lcl|NC_000016.10_cds_XP_047290742.1_98029,GCF_000001405.40,FLYWCH1,,CDS_FASTA,1863,yes,L4_very_long,yes
human,Homo sapiens,NP_001180538.1,NC_000017.11,lcl|NC_000017.11_cds_NP_001180538.1_107662,GCF_000001405.40,TUBD1,,CDS_FASTA,1197,yes,L4_very_long,yes
human,Homo sapiens,NP_001244260.1,NC_000017.11,lcl|NC_000017.11_cds_NP_001244260.1_102936,GCF_000001405.40,ARRB2,,CDS_FASTA,1221,yes,L4_very_long,yes
human,Homo sapiens,NP_055900.4,NC_000017.11,lcl|NC_000017.11_cds_NP_055900.4_102771,GCF_000001405.40,RAP1GAP2,,CDS_FASTA,2193,yes,L4_very_long,yes
human,Homo sapiens,XP_011523052.2,NC_000017.11,lcl|NC_000017.11_cds_XP_011523052.2_106570,GCF_000001405.40,ITGA2B,,CDS_FASTA,3156,yes,L4_very_long,yes
human,Homo sapiens,XP_016880576.1,NC_000017.11,lcl|NC_000017.11_cds_XP_016880576.1_106674,GCF_000001405.40,ACBD4,,CDS_FASTA,1029,yes,L4_very_long,yes
human,Homo sapiens,XP_047292450.1,NC_000017.11,lcl|NC_000017.11_cds_XP_047292450.1_109021,GCF_000001405.40,TNRC6C,,CDS_FASTA,5406,yes,L4_very_long,yes
human,Homo sapiens,XP_047292636.1,NC_000017.11,lcl|NC_000017.11_cds_XP_047292636.1_106471,GCF_000001405.40,HROB,,CDS_FASTA,1788,yes,L4_very_long,yes
human,Homo sapiens,XP_047292863.1,NC_000017.11,lcl|NC_000017.11_cds_XP_047292863.1_107261,GCF_000001405.40,MYCBPAP,,CDS_FASTA,2988,yes,L4_very_long,yes
human,Homo sapiens,NP_001138945.1,NC_000018.10,lcl|NC_000018.10_cds_NP_001138945.1_111293,GCF_000001405.40,LOXHD1,,CDS_FASTA,1539,yes,L4_very_long,yes
